A1.2-01,A2c,A1.2,"Placeholder JWT_SECRET passes validation, sessions can be forged",security,high,src/lib/auth.ts,9,"Only check is secret.length<16; the .env.example placeholder is 33 chars and passes, and README says to keep the defaults.","If production copies .env.example, anyone can sign an HS256 token with an arbitrary sub and log in as that user, reading/editing/deleting their data.",Refuse to start if the secret is a placeholder or under 32 random bytes; document openssl rand -base64 48; validate env once at boot.,jwt-secret-placeholder-accepted,none
A1.2-02,A2c,A1.2,"No rate limiting, and cost-12 bcryptjs blocks the event loop",security,high,src/app/api/auth/login/route.ts,24,Login/register are unauthenticated and unthrottled; bcryptjs is pure JS.,A handful of parallel POSTs to register stalls the single Node process for all routes; also allows unlimited password guessing and account creation.,"Add per-IP/per-account throttling, switch to native bcrypt/argon2/scrypt, add CAPTCHA or invite gate.",no-rate-limiting-bcrypt-cpu-cost,manual benchmark: bcryptjs cost 12 ~500ms/hash; 4 concurrent hashes took 1.6s wall and produced ~400ms of event-loop lag
A1.2-03,A2c,A1.2,Account enumeration via register responses and login timing,security,medium,src/app/api/auth/register/route.ts,19-25,Register returns a distinct 409 for existing emails; login returns fast for unknown emails but runs ~500ms bcrypt for known ones despite identical error text.,"Attacker can list which emails have accounts and target them, combined with unlimited guessing.",Always run bcrypt compare against dummy hash for unknown users; uniform register response plus email verification.,account-enumeration,none
A1.2-04,A2c,A1.2,Status and outcome data can be inconsistent; predictions rewritable after the fact,correctness,medium,src/app/api/ideas/[id]/route.ts,37,Generic PATCH accepts status and the four prediction scores independent of outcome; not run/tested directly.,{status:ACTIVE} on a finished idea leaves outcome/hindsight in place and still counted by computeCalibration; {status:DONE} yields a finished idea with no outcome; editing a prediction score after outcome rewrites what hindsight is compared against.,Make prediction scores immutable once an outcome exists; only change status via outcome endpoint; add DB CHECK; keep first outcomeRecordedAt.,status-outcome-inconsistency-db,none
A1.2-05,A2c,A1.2,"No password reset, email verification, or session revocation",security,medium,src/lib/auth.ts,"5,31",Sessions are stateless 30-day JWTs; logout only clears the browser cookie; no per-user invalidation.,A stolen token stays valid for 30 days; a user who forgets a password is locked out permanently; anyone can register an address they don't own.,Add email verification and reset flow; add sessionVersion checked in getCurrentUser; consider shorter TTL.,no-session-revocation-account-lifecycle,none
A1.2-06,A2c,A1.2,No tests and no CI,tests,medium,package.json,,No test script/framework and no CI workflows; lint/typecheck/build are also not gated.,"A regression in ownership checks, share revoke/rotate, score bounds, calibration math, or the proxy would ship silently.","Add integration tests against real Postgres for authz/IDOR, share lifecycle, validation; run lint/tsc/tests/build in CI.",no-tests,eslint: clean; next build: passes (verified manually; not gated by CI)
A1.2-07,A2c,A1.2,No production deployment or migration path,infra,medium,package.json,13,"Only migration script is prisma migrate dev (a dev command that can prompt to reset the DB); no migrate deploy step, Dockerfile, hosting config, health check, backup guidance, or required-env list.",A first deploy has no safe documented way to create the schema; someone may run migrate dev against production.,"Add db:deploy script running prisma migrate deploy; add Dockerfile/platform config, /healthz route, deployment README section.",no-deployment-pipeline,none
A1.2-08,A2c,A1.2,"Unbounded data: no pagination, no per-user limit, no body-size limit",performance,medium,src/app/api/ideas/route.ts,15,Every list query loads all of a user's ideas (up to 5000 chars each) and sorts in memory; dashboard serialises all of them.,"Combined with unlimited account/idea creation, one account can bloat both DB and dashboard payload.","Add cursor pagination, take limits, per-user idea cap; sort in SQL; add (userId, createdAt) index.",unbounded-queries-no-pagination,none
A1.2-09,A2c,A1.2,Registration race returns a 500,correctness,low,src/app/api/auth/register/route.ts,19-30,Check-then-create with no handling of a unique-constraint error.,"Two simultaneous registrations for one email make the second create throw P2002, an unhandled 500.","Catch P2002 and return 409, or drop the pre-check.",register-race-condition-500,none
A1.2-10,A2c,A1.2,"bcrypt silently truncates passwords at 72 bytes, schema allows 200",security,low,src/lib/validation.ts,6,Password schema allows 200 chars but bcrypt ignores bytes past 72.,Confirmed a password differing only after byte 72 verifies successfully; multibyte passwords hit the limit at 36 two-byte characters.,"Cap password at 72 bytes and document it, or pre-hash with SHA-256 before bcrypt; argon2 removes the limit.",bcrypt-72-byte-truncation,manual script: two passwords sharing only the first 72 bytes both verify; multibyte passwords hit the limit at 36 two-byte characters
